idx,imdb_id,title,genres,keywords,overview,popularity,release_date,tagline,vote_average,vote_count,overview_tk,tagline_tk
88,tt0057115,The Great Escape,"['Adventure', 'Drama', 'History', 'Thriller', 'War']","['based on novel', 'optimism', 'switzerland', 'baseball', 'famous score', 'prisoner', 'shower', 'world war ii', 'prisoners of war', 'claustrophobia', 'nazis', 'machinegun', 'attempt to escape', 'uniform', 'freedom', 'based on true story', 'prison guard', 'escape', 'swastika', 'barbed wire', 'solitary confinement', 'motorcycle', 'alps']","The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",14.384114,1963-06-20,Put a fence in front of these men... and they'll climb it!,7.8,731,"['nazis', 'exasperated', 'number', 'escapes', 'prison', 'camps', 'relatively', 'small', 'number', 'allied', 'prisoners', 'relocates', 'high-security', ""'escape-proof"", ""'"", 'camp', 'sit', 'remainder', 'war', 'undaunted', 'prisoners', 'plan', 'one', 'ambitious', 'escape', 'attempts', 'world', 'war', 'ii', 'based', 'true', 'story']","['put', 'fence', 'front', 'men', ""'ll"", 'climb']"
89,tt0077416,The Deer Hunter,"['Drama', 'War']","['vietnam veteran', 'pennsylvania', 'vietnam', 'party', 'escape', 'friend', 'viet cong', 'pittsburgh steelers']","A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",7.729445,1978-12-08,One of the most important and powerful films of all time!,7.8,943,"['group', 'working-class', 'friends', 'decides', 'enlist', 'army', 'vietnam', 'war', 'finds', 'hellish', 'chaos', '--', 'noble', 'venture', 'imagined', 'left', 'steven', 'married', 'pregnant', 'girlfriend', '--', 'michael', 'nick', 'love', 'woman', 'three', 'different', 'men', 'upon', 'return']","['one', 'important', 'powerful', 'films', 'time']"
90,tt0107048,Groundhog Day,"['Romance', 'Fantasy', 'Drama', 'Comedy']","['deja vu', 'groundhog', 'weather forecast', 'telecaster', 'pennsylvania', 'alarm clock', 'winter', 'time warp', 'time loop', 'cult film', 'existentialism', 'groundhog day']","A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",12.989627,1993-02-11,"He's having the worst day of his life... over, and over...",7.4,2358,"['narcissistic', 'tv', 'weatherman', 'along', 'attractive-but-distant', 'producer', 'mawkish', 'cameraman', 'sent', 'report', 'groundhog', 'day', 'small', 'town', 'punxsutawney', 'finds', 'repeating', 'day']","['worst', 'day', 'life']"
91,tt0105695,Unforgiven,['Western'],"['prostitute', 'sheriff', 'bounty', 'regret', 'right and justice', 'revenge', 'mutilation', 'one last job', 'reputation', 'englishman']","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",10.942149,1992-08-07,Some legends will never be forgotten. Some wrongs can never be forgiven.,7.7,1133,"['william', 'munny', 'retired', 'once-ruthless', 'killer', 'turned', 'gentle', 'widower', 'hog', 'farmer', 'help', 'support', 'two', 'motherless', 'children', 'accepts', 'one', 'last', 'bounty-hunter', 'mission', 'find', 'men', 'brutalized', 'prostitute', 'joined', 'former', 'partner', 'cocky', 'greenhorn', 'takes', 'corrupt', 'sheriff']","['legends', 'never', 'forgotten', 'wrongs', 'never', 'forgiven']"
92,tt0088763,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']","['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,1985-07-03,He's the only kid ever to get into trouble before he was born.,8,6239,"['eighties', 'teenager', 'marty', 'mcfly', 'accidentally', 'sent', 'back', 'time', '1955', 'inadvertently', 'disrupting', 'parents', ""'"", 'first', 'meeting', 'attracting', 'mother', 'romantic', 'interest', 'marty', 'must', 'repair', 'damage', 'history', 'rekindling', 'parents', ""'"", 'romance', '-', 'help', 'eccentric', 'inventor', 'friend', 'doc', 'brown', '-', 'return', '1985']","['kid', 'ever', 'get', 'trouble', 'born']"
93,tt0061512,Cool Hand Luke,"['Crime', 'Drama']","['prison', 'rebel', 'loss of mother', 'harassment', 'imprisonment', 'dying and death', 'boxing match', 'escape', 'barbed wire', 'punched in the face', 'eggs', 'death']","When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",9.718713,1967-06-22,What we've got here is failure to communicate.,7.7,390,"['petty', 'criminal', 'luke', 'jackson', 'sentenced', 'two', 'years', 'florida', 'prison', 'farm', ""n't"", 'play', 'rules', 'either', 'sadistic', 'warden', 'yard', 'resident', 'heavy', 'dragline', 'ends', 'admiring', 'new', 'guy', 'unbreakable', 'luke', 'bravado', 'even', 'face', 'repeated', 'stints', 'prison', 'dreaded', 'solitary', 'confinement', 'cell', 'box', 'make', 'rebel', 'hero', 'fellow', 'convicts', 'thorn', 'side', 'prison', 'officers']","[""'ve"", 'got', 'failure', 'communicate']"
94,tt0032553,The Great Dictator,['Comedy'],"['germany', 'dictator', 'hairdresser', 'amnesia', 'jewish ghetto', 'jew', 'propaganda', 'national socialism', 'adolf hitler', 'national socialist party', 'satire', 'good vs evil', 'funny nazi']",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,9.241748,1940-10-15,Once again - the whole world laughs!,8.1,756,"['dictator', 'adenoid', 'hynkel', 'tries', 'expand', 'empire', 'poor', 'jewish', 'barber', 'tries', 'avoid', 'persecution', 'hynkel', 'regime']","['-', 'whole', 'world', 'laughs']"
95,tt0052618,Ben-Hur,"['Action', 'Adventure', 'Drama', 'History']","['roman', 'prince', 'chariot race', 'jerusalem', 'governor', 'politics', 'epic', 'friends', 'revenge', 'jewish', 'galley', 'galley slave']","Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.",14.319743,1959-12-26,The entertainment experience of a lifetime.,7.5,660,"['ben-hur', '1959', 'epic', 'film', 'directed', 'william', 'wyler', 'third', 'film', 'version', 'civil', 'war', 'vet', 'lew', 'wallace', '1880', 'novel', 'ben-hur', ':', 'tale', 'christ', 'premiered', 'loew', 'state', 'theatre', 'new', 'york', 'city', 'november', '18', '1959.', 'movie', 'reputation', 'classic', 'primarily', 'based', 'two', 'spectacular', 'action', 'sequences', ':', 'great', 'chariot', 'race', 'roman', 'naval', 'battle', 'along', 'lavish', 'production', 'values', 'strong', 'performances', 'plot', 'ben', 'hur', 'revolves', 'around', 'jewish', 'prince', 'betrayed', 'sent', 'slavery', 'roman', 'friend', 'regains', 'freedom', 'comes', 'back', 'revenge', 'however', 'instead', 'finds', 'redemption', 'christ', 'theme', 'ultimately', 'saved', 'christian', 'sense', 'film', 'went', 'win', 'record', 'eleven', 'academy', 'awards', 'including', 'best', 'picture', 'best', 'actor', '(', 'charlton', 'heston', 'ben', 'hur', ')', 'record-setting', 'oscars', 'sweep', 'since', 'equaled', 'titanic', '1998', 'lord', 'rings', ':', 'return', 'king', '2004', 'never', 'broken']","['entertainment', 'experience', 'lifetime']"
96,tt0097576,Indiana Jones and the Last Crusade,"['Adventure', 'Action']","['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones']","When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",14.788987,1989-05-24,"The man with the hat is back. And this time, he's bringing his Dad.",7.6,3221,"['dr.', 'henry', 'jones', 'sr.', 'suddenly', 'goes', 'missing', 'pursuing', 'holy', 'grail', 'eminent', 'archaeologist', 'indiana', 'must', 'team', 'marcus', 'brody', 'sallah', 'elsa', 'schneider', 'follow', 'father', 'footsteps', 'stop', 'nazis', 'recovering', 'power', 'eternal', 'life']","['man', 'hat', 'back', 'time', 'bringing', 'dad']"
97,tt0083987,Gandhi,"['Drama', 'History']","['muslim', 'indian lead', 'demonstration', 'world war ii', 'imprisonment', 'release from prison', 'south africa', 'bravery', 'hunger strike', 'colony', 'morning prayer', 'hindu', 'independence', 'british army', 'political negotiations', 'conference', 'nonviolent resistance', 'apartheid', 'british empire', 'protest', 'independence movement', 'bombay india', 'strike', 'freedom', 'prayer', 'world religion', 'hinduism', 'mahatma gandhi', 'calcutta']","In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",12.383755,1982-11-30,His triumph changed the world forever.,7.4,730,"['early', 'years', '20th', 'century', 'mohandas', 'k.', 'gandhi', 'british-trained', 'lawyer', 'forsakes', 'worldly', 'possessions', 'take', 'cause', 'indian', 'independence', 'faced', 'armed', 'resistance', 'british', 'government', 'gandhi', 'adopts', 'policy', ""'passive"", 'resistance', ""'"", 'endeavouring', 'win', 'freedom', 'people', 'without', 'resorting', 'bloodshed']","['triumph', 'changed', 'world', 'forever']"
98,tt0073195,Jaws,"['Horror', 'Thriller', 'Adventure']","['fishing', 'atlantic ocean', 'bathing', 'shipwreck', 'police chief', 'ferry boat', 'dying and death', 'dolly zoom', 'shark', 'great white shark', 'animal horror']","An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",19.726114,1975-06-18,Don't go in the water.,7.5,2628,"['insatiable', 'great', 'white', 'shark', 'terrorizes', 'townspeople', 'amity', 'island', 'police', 'chief', 'oceanographer', 'grizzled', 'shark', 'hunter', 'seek', 'destroy', 'bloodthirsty', 'beast']","['go', 'water']"
99,tt0119488,L.A. Confidential,"['Crime', 'Drama', 'Mystery', 'Thriller']","['corruption', 'detective', 'shotgun', 'morgue', 'f word', 'domestic violence', 'corpse', 'crime', 'district attorney', 'bandage', 'movie star', 'man with glasses', 'knife in thigh', 'good cop bad cop', 'switchblade', 'call girl', '1950s', 'falsifying']",Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,10.989442,1997-09-19,Everything is suspect... Everyone is for sale... And nothing is what it seems.,7.7,1340,"['three', 'detectives', 'corrupt', 'brutal', 'l.a.', 'police', 'force', '1950s', 'use', 'differing', 'methods', 'uncover', 'conspiracy', 'behind', 'shotgun', 'slayings', 'patrons', 'all-night', 'diner']","['everything', 'suspect', 'everyone', 'sale', 'nothing', 'seems']"
100,tt0120382,The Truman Show,"['Comedy', 'Drama']","['claustrophobia', 'hidden camera', 'dystopia', 'reality show', 'make believe', 'pretend']","Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",13.155901,1998-06-04,On the air. Unaware.,7.8,4702,"['truman', 'burbank', 'star', 'truman', 'show', '24-hour-a-day', 'reality', 'tv', 'show', 'broadcasts', 'every', 'aspect', 'life', '--', 'live', 'color', '--', 'without', 'knowledge', 'entire', 'life', 'unending', 'soap', 'opera', 'consumption', 'rest', 'world', 'everyone', 'knows', '--', 'including', 'wife', 'best', 'friend', '--', 'really', 'actor', 'paid', 'part', 'life']","['air', 'unaware']"
101,tt0119217,Good Will Hunting,['Drama'],"['baseball', 'boston', 'professor', 'm.i.t.', 'harvard university', 'ambition', 'mathematics', 'genius', 'love', 'friends', 'janitor', 'irish', 'psychologist', 'university', 'courtroom', 'flashback', 'prodigy']","Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",15.064833,1997-12-05,"Some people can never believe in themselves, until someone believes in them.",7.9,2880,"['hunting', 'genius-level', 'iq', 'chooses', 'work', 'janitor', 'mit', 'solves', 'difficult', 'graduate-level', 'math', 'problem', 'talents', 'discovered', 'professor', 'gerald', 'lambeau', 'decides', 'help', 'misguided', 'youth', 'reach', 'potential', 'arrested', 'attacking', 'police', 'officer', 'professor', 'lambeau', 'makes', 'deal', 'get', 'leniency', 'get', 'treatment', 'therapist', 'sean', 'maguire']","['people', 'never', 'believe', 'someone', 'believes']"
